,loss,binary_accuracy,TP,TN,FP,FN,precision,recall,val_loss,val_binary_accuracy,val_TP,val_TN,val_FP,val_FN,val_precision,val_recall
72,0.00032557224039919674,0.8697139024734497,377.0,2420.0,324.0,95.0,0.5378031134605408,0.7987288236618042,0.4656284749507904,0.8619791865348816,61.0,270.0,31.0,22.0,0.6630434989929199,0.7349397540092468
73,0.0003318382950965315,0.8591417670249939,381.0,2382.0,361.0,92.0,0.513477087020874,0.8054968118667603,0.4010344445705414,0.875,37.0,299.0,1.0,47.0,0.9736841917037964,0.4404761791229248
74,0.0003326220903545618,0.8597636818885803,384.0,2381.0,360.0,91.0,0.5161290168762207,0.8084210753440857,0.43250083923339844,0.8489583134651184,30.0,296.0,6.0,52.0,0.8333333134651184,0.3658536672592163
75,0.0003268856380600482,0.8638059496879578,377.0,2401.0,344.0,94.0,0.5228849053382874,0.8004246354103088,0.6279299259185791,0.8359375,21.0,300.0,0.0,63.0,1.0,0.25
76,0.0003292176697868854,0.8672263622283936,383.0,2406.0,340.0,87.0,0.5297372341156006,0.8148936033248901,0.6754143834114075,0.5286458134651184,75.0,128.0,171.0,10.0,0.3048780560493469,0.8823529481887817
77,0.0003270820016041398,0.8656716346740723,381.0,2403.0,340.0,92.0,0.5284327268600464,0.8054968118667603,0.6881453394889832,0.546875,75.0,135.0,167.0,7.0,0.3099173605442047,0.9146341681480408
78,0.00032806582748889923,0.8647388219833374,383.0,2398.0,345.0,90.0,0.526098906993866,0.8097251653671265,0.447876900434494,0.8802083134651184,53.0,285.0,15.0,31.0,0.779411792755127,0.6309523582458496
79,0.0003304686106275767,0.8591417670249939,368.0,2395.0,351.0,102.0,0.511821985244751,0.7829787135124207,1.4301600456237793,0.2421875,82.0,11.0,290.0,1.0,0.22043010592460632,0.9879518151283264
80,0.0003312597400508821,0.851057231426239,373.0,2364.0,382.0,97.0,0.49403974413871765,0.7936170101165771,0.42464229464530945,0.8958333134651184,58.0,286.0,14.0,26.0,0.8055555820465088,0.6904761791229248
81,0.0003261416859459132,0.8728233575820923,382.0,2425.0,317.0,92.0,0.5464950203895569,0.8059071898460388,0.4805992841720581,0.8411458134651184,60.0,263.0,39.0,22.0,0.6060606241226196,0.7317073345184326
82,0.00032552602351643145,0.8628731369972229,389.0,2386.0,359.0,82.0,0.5200534462928772,0.8259023427963257,0.45877254009246826,0.875,59.0,277.0,26.0,22.0,0.6941176652908325,0.7283950448036194
83,0.0003264350234530866,0.8650497794151306,374.0,2408.0,334.0,100.0,0.5282486081123352,0.7890295386314392,0.5460034608840942,0.78125,72.0,228.0,73.0,11.0,0.4965517222881317,0.8674699068069458
84,0.0003174873418174684,0.8756219148635864,381.0,2435.0,310.0,90.0,0.5513747930526733,0.808917224407196,0.40141117572784424,0.8958333134651184,46.0,298.0,1.0,39.0,0.978723406791687,0.5411764979362488
